source,target,conflict,relation,start,end,source_id,target_id
Lithuania,Turkey,Great Northern War  part of the Dano-Swedish wars and the Russo–Swedish Wars,-,1700,1721,LTU,TUR
Lithuania,Turkey,Russian Civil War,-,1917,1922,LTU,TUR
Lithuania,Denmark,Second Northern War,-,1655,1660,LTU,DNK
Lithuania,Denmark,Great Northern War  part of the Dano-Swedish wars and the Russo–Swedish Wars,-,1700,1721,LTU,DNK
Lithuania,Denmark,War on Terror,+,2001,Ongoing,LTU,DNK
Lithuania,Denmark,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,DNK
Lithuania,Hungary,Great Turkish War,+,1683,1699,LTU,HUN
Lithuania,Hungary,War on Terror,+,2001,Ongoing,LTU,HUN
Lithuania,Hungary,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,HUN
Lithuania,Croatia,Great Turkish War,+,1683,1699,LTU,HRV
Lithuania,Croatia,War on Terror,+,2001,Ongoing,LTU,HRV
Lithuania,Croatia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,HRV
Lithuania,Serbia,Great Turkish War,+,1683,1699,LTU,SRB
Lithuania,Serbia,Russian Civil War,-,1917,1922,LTU,SRB
Lithuania,Albania,Great Turkish War,+,1683,1699,LTU,ALB
Lithuania,Albania,War on Terror,+,2001,Ongoing,LTU,ALB
Lithuania,Albania,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ALB
Lithuania,China,Russian Civil War,-,1917,1922,LTU,CHN
Lithuania,France,Russian Civil War,-,1917,1922,LTU,FRA
Lithuania,France,Klaipėda Revolt,-,1923,1923,LTU,FRA
Lithuania,France,War on Terror,+,2001,Ongoing,LTU,FRA
Lithuania,France,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,FRA
Lithuania,Greece,Russian Civil War,-,1917,1922,LTU,GRC
Lithuania,Greece,War on Terror,+,2001,Ongoing,LTU,GRC
Lithuania,Greece,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,GRC
Lithuania,Italy,Russian Civil War,-,1917,1922,LTU,ITA
Lithuania,Italy,War on Terror,+,2001,Ongoing,LTU,ITA
Lithuania,Italy,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ITA
Lithuania,Japan,Russian Civil War,-,1917,1922,LTU,JPN
Lithuania,Poland,Russian Civil War,-,1917,1922,LTU,POL
Lithuania,Poland,Polish–Lithuanian WarPart of the Lithuanian Wars of Independence,-,1920,1920,LTU,POL
Lithuania,Poland,War on Terror,+,2001,Ongoing,LTU,POL
Lithuania,Poland,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,POL
Lithuania,Romania,Russian Civil War,-,1917,1922,LTU,ROU
Lithuania,Romania,War on Terror,+,2001,Ongoing,LTU,ROU
Lithuania,Romania,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ROU
Lithuania,United Kingdom,Russian Civil War,-,1917,1922,LTU,GBR
Lithuania,United Kingdom,War on Terror,+,2001,Ongoing,LTU,GBR
Lithuania,United Kingdom,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,GBR
Lithuania,Australia,Russian Civil War,-,1917,1922,LTU,AUS
Lithuania,Australia,War on Terror,+,2001,Ongoing,LTU,AUS
Lithuania,Australia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,AUS
Lithuania,Canada,Russian Civil War,-,1917,1922,LTU,CAN
Lithuania,Canada,War on Terror,+,2001,Ongoing,LTU,CAN
Lithuania,Canada,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,CAN
Lithuania,United States,Russian Civil War,-,1917,1922,LTU,USA
Lithuania,United States,War on Terror,+,2001,Ongoing,LTU,USA
Lithuania,United States,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,USA
Lithuania,Ukraine,Russian Civil War,-,1917,1922,LTU,UKR
Lithuania,Ukraine,War on Terror,+,2001,Ongoing,LTU,UKR
Lithuania,Ukraine,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,UKR
Lithuania,Georgia,Russian Civil War,-,1917,1922,LTU,GEO
Lithuania,Georgia,War on Terror,+,2001,Ongoing,LTU,GEO
Lithuania,Georgia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,GEO
Lithuania,Armenia,Russian Civil War,-,1917,1922,LTU,ARM
Lithuania,Armenia,War on Terror,+,2001,Ongoing,LTU,ARM
Lithuania,Armenia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ARM
Lithuania,Austria,War on Terror,+,2001,Ongoing,LTU,AUT
Lithuania,Austria,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,AUT
Lithuania,Azerbaijan,War on Terror,+,2001,Ongoing,LTU,AZE
Lithuania,Azerbaijan,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,AZE
Lithuania,Bahrain,War on Terror,+,2001,Ongoing,LTU,163
Lithuania,Bahrain,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,163
Lithuania,Belgium,War on Terror,+,2001,Ongoing,LTU,BEL
Lithuania,Belgium,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,BEL
Lithuania,Bosnia and Herzegovina,War on Terror,+,2001,Ongoing,LTU,BIH
Lithuania,Bosnia and Herzegovina,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,BIH
Lithuania,Bulgaria,War on Terror,+,2001,Ongoing,LTU,BGR
Lithuania,Bulgaria,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,BGR
Lithuania,Czech Republic,War on Terror,+,2001,Ongoing,LTU,CZE
Lithuania,Czech Republic,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,CZE
Lithuania,El Salvador,War on Terror,+,2001,Ongoing,LTU,SLV
Lithuania,El Salvador,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,SLV
Lithuania,Estonia,War on Terror,+,2001,Ongoing,LTU,EST
Lithuania,Estonia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,EST
Lithuania,Finland,War on Terror,+,2001,Ongoing,LTU,FIN
Lithuania,Finland,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,FIN
Lithuania,Germany,War on Terror,+,2001,Ongoing,LTU,DEU
Lithuania,Germany,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,DEU
Lithuania,Iceland,War on Terror,+,2001,Ongoing,LTU,ISL
Lithuania,Iceland,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ISL
Lithuania,Jordan,War on Terror,+,2001,Ongoing,LTU,JOR
Lithuania,Jordan,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,JOR
Lithuania,Latvia,War on Terror,+,2001,Ongoing,LTU,LVA
Lithuania,Latvia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,LVA
Lithuania,Luxembourg,War on Terror,+,2001,Ongoing,LTU,LUX
Lithuania,Luxembourg,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,LUX
Lithuania,Malaysia,War on Terror,+,2001,Ongoing,LTU,MYS
Lithuania,Malaysia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,MYS
Lithuania,Mongolia,War on Terror,+,2001,Ongoing,LTU,MNG
Lithuania,Mongolia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,MNG
Lithuania,Montenegro,War on Terror,+,2001,Ongoing,LTU,MNE
Lithuania,Montenegro,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,MNE
Lithuania,New Zealand,War on Terror,+,2001,Ongoing,LTU,NZL
Lithuania,New Zealand,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,NZL
Lithuania,Norway,War on Terror,+,2001,Ongoing,LTU,NOR
Lithuania,Norway,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,NOR
Lithuania,Portugal,War on Terror,+,2001,Ongoing,LTU,PRT
Lithuania,Portugal,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,PRT
Lithuania,Macedonia,War on Terror,+,2001,Ongoing,LTU,MKD
Lithuania,Macedonia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,MKD
Lithuania,Singapore,War on Terror,+,2001,Ongoing,LTU,SGP
Lithuania,Singapore,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,SGP
Lithuania,Slovakia,War on Terror,+,2001,Ongoing,LTU,SVK
Lithuania,Slovakia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,SVK
Lithuania,Slovenia,War on Terror,+,2001,Ongoing,LTU,SVN
Lithuania,Slovenia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,SVN
Lithuania,South Korea,War on Terror,+,2001,Ongoing,LTU,KOR
Lithuania,South Korea,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,KOR
Lithuania,Spain,War on Terror,+,2001,Ongoing,LTU,ESP
Lithuania,Spain,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ESP
Lithuania,Switzerland,War on Terror,+,2001,Ongoing,LTU,CHE
Lithuania,Switzerland,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,CHE
Lithuania,Tonga,War on Terror,+,2001,Ongoing,LTU,188
Lithuania,Tonga,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,188
Lithuania,Turkey,War on Terror,+,2001,Ongoing,LTU,TUR
Lithuania,Turkey,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,TUR
Lithuania,United Arab Emirates,War on Terror,+,2001,Ongoing,LTU,ARE
Lithuania,United Arab Emirates,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,ARE
Lithuania,Afghanistan,War on Terror,+,2001,Ongoing,LTU,AFG
Lithuania,Afghanistan,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,AFG
Lithuania,Pakistan,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,-,2002,Ongoing,LTU,PAK
Lithuania,Iran,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,-,2002,Ongoing,LTU,IRN
Lithuania,India,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,LTU,IND
Denmark,Sweden,Dano-Swedish War (1501–12)   Part of the Dano-Swedish Wars,-,1501,1512,DNK,SWE
Denmark,Sweden,Swedish War of LiberationPart of the Swedish War of Secession,-,1521,1523,DNK,SWE
Denmark,Sweden,Northern Seven Years' War,-,1563,1570,DNK,SWE
Denmark,Sweden,Kalmar War,-,1612,1613,DNK,SWE
Denmark,Sweden,Torstenson WarPart of the Thirty Years' War,-,1643,1645,DNK,SWE
Denmark,Sweden,Dano-Swedish War (1657–58)Part of the Second Northern War,-,1657,1658,DNK,SWE
Denmark,Sweden,Dano-Swedish War (1658–60)Part of the Second Northern War,-,1658,1660,DNK,SWE
Denmark,Sweden,Second Swedish War on Bremen,-,1666,1666,DNK,SWE
Denmark,Sweden,Theatre War,-,1788,1789,DNK,SWE
Denmark,Sweden,Dano-Swedish War of 1808–09Part of the Napoleonic Wars,-,1808,1809,DNK,SWE
Denmark,Sweden,War of the Sixth CoalitionPart of the Napoleonic Wars,-,1812,1814,DNK,SWE
Denmark,Sweden,War on Terror,+,2001,Ongoing,DNK,SWE
Denmark,Sweden,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,SWE
Denmark,Russia,Livonian War,-,1558,1583,DNK,RUS
Denmark,Russia,Great Northern War  part of the Dano-Swedish wars and the Russo–Swedish Wars,+,1700,1721,DNK,RUS
Denmark,Russia,War of the Sixth CoalitionPart of the Napoleonic Wars,-,1812,1814,DNK,RUS
Denmark,Russia,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,RUS
Denmark,Austria,Thirty Years' War,-,1618,1648,DNK,AUT
Denmark,Austria,War of the Sixth CoalitionPart of the Napoleonic Wars,-,1812,1814,DNK,AUT
Denmark,Austria,Second Schleswig WarSecond Danish-German War,-,1864,1864,DNK,AUT
Denmark,Austria,War on Terror,+,2001,Ongoing,DNK,AUT
Denmark,Austria,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,AUT
Denmark,Hungary,Thirty Years' War,-,1618,1648,DNK,HUN
Denmark,Hungary,World War II,-,1939,1945,DNK,HUN
Denmark,Hungary,Korean War  Part of the Korean conflict,-,1950,1953,DNK,HUN
Denmark,Hungary,War on Terror,+,2001,Ongoing,DNK,HUN
Denmark,Hungary,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,HUN
Denmark,Spain,Thirty Years' War,-,1618,1648,DNK,ESP
Denmark,Spain,War on Terror,+,2001,Ongoing,DNK,ESP
Denmark,Spain,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,ESP
Denmark,Spain,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,ESP
Denmark,Spain,Libyan Civil War (2011),+,2011,2011,DNK,ESP
Denmark,France,Thirty Years' War,-,1618,1648,DNK,FRA
Denmark,France,Thirty Years' War,+,1618,1648,DNK,FRA
Denmark,France,Third Anglo-Dutch WarPart of the Franco-Dutch War,-,1672,1674,DNK,FRA
Denmark,France,Scanian WarPart of the Franco-Dutch War,-,1675,1679,DNK,FRA
Denmark,France,World War II,-,1939,1945,DNK,FRA
Denmark,France,World War II,+,1939,1945,DNK,FRA
Denmark,France,Korean War  Part of the Korean conflict,+,1950,1953,DNK,FRA
Denmark,France,War on Terror,+,2001,Ongoing,DNK,FRA
Denmark,France,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,FRA
Denmark,France,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,FRA
Denmark,France,Libyan Civil War (2011),+,2011,2011,DNK,FRA
Denmark,Turkey,Thirty Years' War,-,1618,1648,DNK,TUR
Denmark,Turkey,Great Northern War  part of the Dano-Swedish wars and the Russo–Swedish Wars,-,1700,1721,DNK,TUR
Denmark,Turkey,War of the Second CoalitionPart of the French Revolutionary Wars,-,1798,1802,DNK,TUR
Denmark,Algeria,Danish-Algerian War,-,1769,1772,DNK,DZA
Denmark,United Kingdom,War of the Second CoalitionPart of the French Revolutionary Wars,-,1798,1802,DNK,GBR
Denmark,United Kingdom,Gunboat War Part of the Napoleonic Wars,-,1807,1814,DNK,GBR
Denmark,United Kingdom,Korean War  Part of the Korean conflict,+,1950,1953,DNK,GBR
Denmark,United Kingdom,War on Terror,+,2001,Ongoing,DNK,GBR
Denmark,United Kingdom,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,GBR
Denmark,United Kingdom,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,GBR
Denmark,United Kingdom,Libyan Civil War (2011),+,2011,2011,DNK,GBR
Denmark,Portugal,War of the Second CoalitionPart of the French Revolutionary Wars,-,1798,1802,DNK,PRT
Denmark,Portugal,War of the Sixth CoalitionPart of the Napoleonic Wars,-,1812,1814,DNK,PRT
Denmark,Portugal,War on Terror,+,2001,Ongoing,DNK,PRT
Denmark,Portugal,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,PRT
Denmark,Portugal,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,PRT
Denmark,Germany,World War II,-,1939,1945,DNK,DEU
Denmark,Germany,War on Terror,+,2001,Ongoing,DNK,DEU
Denmark,Germany,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,DEU
Denmark,Germany,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,DEU
Denmark,Italy,World War II,-,1939,1945,DNK,ITA
Denmark,Italy,World War II,+,1939,1945,DNK,ITA
Denmark,Italy,Korean War  Part of the Korean conflict,+,1950,1953,DNK,ITA
Denmark,Italy,War on Terror,+,2001,Ongoing,DNK,ITA
Denmark,Italy,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,ITA
Denmark,Italy,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,ITA
Denmark,Italy,Libyan Civil War (2011),+,2011,2011,DNK,ITA
Denmark,Japan,World War II,-,1939,1945,DNK,JPN
Denmark,Japan,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,JPN
Denmark,Bulgaria,World War II,-,1939,1945,DNK,BGR
Denmark,Bulgaria,World War II,+,1939,1945,DNK,BGR
Denmark,Bulgaria,Korean War  Part of the Korean conflict,-,1950,1953,DNK,BGR
Denmark,Bulgaria,War on Terror,+,2001,Ongoing,DNK,BGR
Denmark,Bulgaria,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,BGR
Denmark,Bulgaria,Libyan Civil War (2011),+,2011,2011,DNK,BGR
Denmark,Croatia,World War II,-,1939,1945,DNK,HRV
Denmark,Croatia,War on Terror,+,2001,Ongoing,DNK,HRV
Denmark,Croatia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,HRV
Denmark,Romania,World War II,-,1939,1945,DNK,ROU
Denmark,Romania,World War II,+,1939,1945,DNK,ROU
Denmark,Romania,Korean War  Part of the Korean conflict,-,1950,1953,DNK,ROU
Denmark,Romania,War on Terror,+,2001,Ongoing,DNK,ROU
Denmark,Romania,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,ROU
Denmark,Romania,Libyan Civil War (2011),+,2011,2011,DNK,ROU
Denmark,Slovakia,World War II,-,1939,1945,DNK,SVK
Denmark,Slovakia,War on Terror,+,2001,Ongoing,DNK,SVK
Denmark,Slovakia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,SVK
Denmark,China,World War II,-,1939,1945,DNK,CHN
Denmark,China,World War II,+,1939,1945,DNK,CHN
Denmark,China,Korean War  Part of the Korean conflict,-,1950,1953,DNK,CHN
Denmark,China,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,CHN
Denmark,Finland,World War II,-,1939,1945,DNK,FIN
Denmark,Finland,War on Terror,+,2001,Ongoing,DNK,FIN
Denmark,Finland,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,FIN
Denmark,Iraq,World War II,-,1939,1945,DNK,IRQ
Denmark,Iraq,World War II,+,1939,1945,DNK,IRQ
Denmark,Iraq,Iraq War,-,2003,2011,DNK,IRQ
Denmark,Thailand,World War II,-,1939,1945,DNK,THA
Denmark,Thailand,Korean War  Part of the Korean conflict,+,1950,1953,DNK,THA
Denmark,Thailand,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,THA
Denmark,Poland,World War II,+,1939,1945,DNK,POL
Denmark,Poland,Korean War  Part of the Korean conflict,-,1950,1953,DNK,POL
Denmark,Poland,War on Terror,+,2001,Ongoing,DNK,POL
Denmark,Poland,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,POL
Denmark,Australia,World War II,+,1939,1945,DNK,AUS
Denmark,Australia,Korean War  Part of the Korean conflict,+,1950,1953,DNK,AUS
Denmark,Australia,War on Terror,+,2001,Ongoing,DNK,AUS
Denmark,Australia,Operation Enduring Freedom – Horn of Africa,+,2002,Ongoing,DNK,AUS
Denmark,Australia,Taliban insurgency Part of the War in Afghanistan (2001–2014)  War in Afghanistan (1978–present)  War in Afghanistan (2015–present) and War on Terrorism,+,2002,Ongoing,DNK,AUS
Denmark,New Zealand,World War II,+,1939,1945,DNK,NZL
