id_candidate_seq	id_candidate_num	cat_candidate_name	cat_state	cat_party	cat_coalition	cat_composition	cat_eletion_result	num_turn	num_votes	cat_political_office
280000000001	16	JOSÉ MARIA DE ALMEIDA	AC	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	112	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	AL	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1197	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	AM	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1353	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	AP	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1122	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	BA	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	3508	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	CE	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	4661	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	DF	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1495	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	ES	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1313	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	GO	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1765	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	MA	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	4340	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	MG	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	8358	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	MS	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	977	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	MT	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	474	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	PA	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	3012	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	PB	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1071	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	PE	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	2760	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	PI	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1456	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	PR	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	4552	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	RJ	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	14430	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	RN	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	2830	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	RO	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	429	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	RR	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	209	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	RS	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	4083	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	SC	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	3975	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	SE	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	1703	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	SP	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	19129	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	TO	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	247	Presidente
280000000001	16	JOSÉ MARIA DE ALMEIDA	ZZ	PSTU	PARTIDO ISOLADO	PSTU	NÃO ELEITO	1	648	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	AC	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	639	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	AL	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	7069	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	AM	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	10261	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	AP	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	1549	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	BA	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	15336	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	CE	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	15971	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	DF	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	15270	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	ES	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	9021	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	GO	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	12393	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	MA	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	6707	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	MG	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	25939	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	MS	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	4623	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	MT	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	4462	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	PA	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	11501	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	PB	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	7539	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	PE	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	11498	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	PI	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	2338	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	PR	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	33612	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	RJ	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	65015	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	RN	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	5292	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	RO	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	3819	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	RR	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	1285	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	RS	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	17954	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	SC	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	15774	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	SE	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	3677	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	SP	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	136244	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	TO	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	1654	Presidente
280000000021	28	JOSÉ LEVY FIDELIX DA CRUZ	ZZ	PRTB	PARTIDO ISOLADO	PRTB	NÃO ELEITO	1	436	Presidente
280000000041	21	MAURO LUÍS IASI	AC	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	68	Presidente
280000000041	21	MAURO LUÍS IASI	AL	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	892	Presidente
280000000041	21	MAURO LUÍS IASI	AM	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	545	Presidente
280000000041	21	MAURO LUÍS IASI	AP	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	162	Presidente
280000000041	21	MAURO LUÍS IASI	BA	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	2890	Presidente
280000000041	21	MAURO LUÍS IASI	CE	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	1832	Presidente
280000000041	21	MAURO LUÍS IASI	DF	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	559	Presidente
280000000041	21	MAURO LUÍS IASI	ES	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	723	Presidente
280000000041	21	MAURO LUÍS IASI	GO	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	1256	Presidente
280000000041	21	MAURO LUÍS IASI	MA	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	1151	Presidente
280000000041	21	MAURO LUÍS IASI	MG	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	5469	Presidente
280000000041	21	MAURO LUÍS IASI	MS	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	390	Presidente
280000000041	21	MAURO LUÍS IASI	MT	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	529	Presidente
280000000041	21	MAURO LUÍS IASI	PA	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	833	Presidente
280000000041	21	MAURO LUÍS IASI	PB	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	796	Presidente
280000000041	21	MAURO LUÍS IASI	PE	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	1719	Presidente
280000000041	21	MAURO LUÍS IASI	PI	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	487	Presidente
280000000041	21	MAURO LUÍS IASI	PR	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	2409	Presidente
280000000041	21	MAURO LUÍS IASI	RJ	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	8548	Presidente
280000000041	21	MAURO LUÍS IASI	RN	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	641	Presidente
280000000041	21	MAURO LUÍS IASI	RO	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	208	Presidente
280000000041	21	MAURO LUÍS IASI	RR	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	71	Presidente
280000000041	21	MAURO LUÍS IASI	RS	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	2301	Presidente
280000000041	21	MAURO LUÍS IASI	SC	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	1413	Presidente
280000000041	21	MAURO LUÍS IASI	SE	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	764	Presidente
280000000041	21	MAURO LUÍS IASI	SP	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	10667	Presidente
280000000041	21	MAURO LUÍS IASI	TO	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	261	Presidente
280000000041	21	MAURO LUÍS IASI	ZZ	PCB	PARTIDO ISOLADO	PCB	NÃO ELEITO	1	261	Presidente
280000000043	50	LUCIANA KREBS GENRO	AC	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	867	Presidente
280000000043	50	LUCIANA KREBS GENRO	AL	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	15236	Presidente
280000000043	50	LUCIANA KREBS GENRO	AM	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	15957	Presidente
280000000043	50	LUCIANA KREBS GENRO	AP	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	4008	Presidente
280000000043	50	LUCIANA KREBS GENRO	BA	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	55837	Presidente
280000000043	50	LUCIANA KREBS GENRO	CE	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	52484	Presidente
280000000043	50	LUCIANA KREBS GENRO	DF	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	31435	Presidente
280000000043	50	LUCIANA KREBS GENRO	ES	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	19016	Presidente
280000000043	50	LUCIANA KREBS GENRO	GO	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	30411	Presidente
280000000043	50	LUCIANA KREBS GENRO	MA	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	13100	Presidente
280000000043	50	LUCIANA KREBS GENRO	MG	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	139889	Presidente
280000000043	50	LUCIANA KREBS GENRO	MS	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	10708	Presidente
280000000043	50	LUCIANA KREBS GENRO	MT	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	10093	Presidente
280000000043	50	LUCIANA KREBS GENRO	PA	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	40353	Presidente
280000000043	50	LUCIANA KREBS GENRO	PB	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	16847	Presidente
280000000043	50	LUCIANA KREBS GENRO	PE	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	40455	Presidente
280000000043	50	LUCIANA KREBS GENRO	PI	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	10159	Presidente
280000000043	50	LUCIANA KREBS GENRO	PR	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	79267	Presidente
280000000043	50	LUCIANA KREBS GENRO	RJ	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	227432	Presidente
280000000043	50	LUCIANA KREBS GENRO	RN	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	20212	Presidente
280000000043	50	LUCIANA KREBS GENRO	RO	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	4664	Presidente
280000000043	50	LUCIANA KREBS GENRO	RR	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	2815	Presidente
280000000043	50	LUCIANA KREBS GENRO	RS	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	143370	Presidente
280000000043	50	LUCIANA KREBS GENRO	SC	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	53532	Presidente
280000000043	50	LUCIANA KREBS GENRO	SE	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	12827	Presidente
280000000043	50	LUCIANA KREBS GENRO	SP	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	554863	Presidente
280000000043	50	LUCIANA KREBS GENRO	TO	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	2875	Presidente
280000000043	50	LUCIANA KREBS GENRO	ZZ	PSOL	PARTIDO ISOLADO	PSOL	NÃO ELEITO	1	3474	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	AC	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	597	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	AL	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	3552	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	AM	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	4395	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	AP	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	1254	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	BA	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	15722	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	CE	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	14094	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	DF	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	19478	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	ES	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	11875	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	GO	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	12259	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	MA	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	6965	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	MG	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	54483	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	MS	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	4093	Presidente
280000000061	43	EDUARDO JORGE MARTINS ALVES SOBRINHO	MT	PV	PARTIDO ISOLADO	PV	NÃO ELEITO	1	4128	Presidente
